areaCode,areaName,areaType,date,newCasesBySpecimenDate
E07000035,Derbyshire Dales,ltla,2020-08-13,0
E07000080,Forest of Dean,ltla,2020-08-13,0
E07000110,Maidstone,ltla,2020-08-13,0
E07000130,Charnwood,ltla,2020-08-13,3
E07000146,King's Lynn and West Norfolk,ltla,2020-08-13,0
E07000171,Bassetlaw,ltla,2020-08-13,3
E07000198,Staffordshire Moorlands,ltla,2020-08-13,0
E08000030,Walsall,ltla,2020-08-13,6
E09000007,Camden,ltla,2020-08-13,3
E09000013,Hammersmith and Fulham,ltla,2020-08-13,5
S12000035,Argyll and Bute,ltla,2020-08-13,0
S12000040,West Lothian,ltla,2020-08-13,0
E06000054,Wiltshire,ltla,2020-08-12,4
E07000012,South Cambridgeshire,ltla,2020-08-12,1
E07000034,Chesterfield,ltla,2020-08-12,1
E07000035,Derbyshire Dales,ltla,2020-08-12,0
E07000080,Forest of Dean,ltla,2020-08-12,1
E07000110,Maidstone,ltla,2020-08-12,0
E07000130,Charnwood,ltla,2020-08-12,3
E07000146,King's Lynn and West Norfolk,ltla,2020-08-12,0
E07000171,Bassetlaw,ltla,2020-08-12,0
E07000198,Staffordshire Moorlands,ltla,2020-08-12,0
E08000030,Walsall,ltla,2020-08-12,9
E09000007,Camden,ltla,2020-08-12,3
E09000013,Hammersmith and Fulham,ltla,2020-08-12,5
S12000035,Argyll and Bute,ltla,2020-08-12,0
S12000040,West Lothian,ltla,2020-08-12,0
E06000054,Wiltshire,ltla,2020-08-11,2
E07000012,South Cambridgeshire,ltla,2020-08-11,1
E07000034,Chesterfield,ltla,2020-08-11,2
E07000035,Derbyshire Dales,ltla,2020-08-11,0
E07000080,Forest of Dean,ltla,2020-08-11,0
E07000110,Maidstone,ltla,2020-08-11,1
E07000130,Charnwood,ltla,2020-08-11,4
E07000146,King's Lynn and West Norfolk,ltla,2020-08-11,0
E07000171,Bassetlaw,ltla,2020-08-11,2
E07000198,Staffordshire Moorlands,ltla,2020-08-11,1
E08000030,Walsall,ltla,2020-08-11,12
E09000007,Camden,ltla,2020-08-11,5
E09000013,Hammersmith and Fulham,ltla,2020-08-11,3
S12000035,Argyll and Bute,ltla,2020-08-11,1
S12000040,West Lothian,ltla,2020-08-11,0
E06000054,Wiltshire,ltla,2020-08-10,4
E07000012,South Cambridgeshire,ltla,2020-08-10,0
E07000034,Chesterfield,ltla,2020-08-10,3
E07000035,Derbyshire Dales,ltla,2020-08-10,0
E07000080,Forest of Dean,ltla,2020-08-10,1
E07000110,Maidstone,ltla,2020-08-10,0
E07000130,Charnwood,ltla,2020-08-10,10
E07000146,King's Lynn and West Norfolk,ltla,2020-08-10,1
E07000171,Bassetlaw,ltla,2020-08-10,12
E07000198,Staffordshire Moorlands,ltla,2020-08-10,1
E08000030,Walsall,ltla,2020-08-10,9
E09000007,Camden,ltla,2020-08-10,4
E09000013,Hammersmith and Fulham,ltla,2020-08-10,4
S12000035,Argyll and Bute,ltla,2020-08-10,1
S12000040,West Lothian,ltla,2020-08-10,1
E06000054,Wiltshire,ltla,2020-08-09,1
E07000012,South Cambridgeshire,ltla,2020-08-09,0
E07000034,Chesterfield,ltla,2020-08-09,1
E07000035,Derbyshire Dales,ltla,2020-08-09,0
E07000080,Forest of Dean,ltla,2020-08-09,0
E07000110,Maidstone,ltla,2020-08-09,1
E07000130,Charnwood,ltla,2020-08-09,2
E07000146,King's Lynn and West Norfolk,ltla,2020-08-09,0
E07000171,Bassetlaw,ltla,2020-08-09,3
E07000198,Staffordshire Moorlands,ltla,2020-08-09,0
E08000030,Walsall,ltla,2020-08-09,2
E09000007,Camden,ltla,2020-08-09,3
E09000013,Hammersmith and Fulham,ltla,2020-08-09,0
S12000035,Argyll and Bute,ltla,2020-08-09,0
S12000040,West Lothian,ltla,2020-08-09,1
E06000054,Wiltshire,ltla,2020-08-08,0
E07000012,South Cambridgeshire,ltla,2020-08-08,1
E07000034,Chesterfield,ltla,2020-08-08,0
E07000035,Derbyshire Dales,ltla,2020-08-08,0
E07000080,Forest of Dean,ltla,2020-08-08,0
E07000110,Maidstone,ltla,2020-08-08,1
E07000130,Charnwood,ltla,2020-08-08,2
E07000146,King's Lynn and West Norfolk,ltla,2020-08-08,0
E07000171,Bassetlaw,ltla,2020-08-08,3
E07000198,Staffordshire Moorlands,ltla,2020-08-08,0
E08000030,Walsall,ltla,2020-08-08,1
E09000007,Camden,ltla,2020-08-08,2
E09000013,Hammersmith and Fulham,ltla,2020-08-08,3
S12000035,Argyll and Bute,ltla,2020-08-08,0
S12000040,West Lothian,ltla,2020-08-08,0
E06000054,Wiltshire,ltla,2020-08-07,1
E07000012,South Cambridgeshire,ltla,2020-08-07,0
E07000034,Chesterfield,ltla,2020-08-07,0
E07000035,Derbyshire Dales,ltla,2020-08-07,0
E07000080,Forest of Dean,ltla,2020-08-07,0
E07000110,Maidstone,ltla,2020-08-07,0
E07000130,Charnwood,ltla,2020-08-07,3
E07000146,King's Lynn and West Norfolk,ltla,2020-08-07,0
E07000171,Bassetlaw,ltla,2020-08-07,1
E07000198,Staffordshire Moorlands,ltla,2020-08-07,0
E08000030,Walsall,ltla,2020-08-07,1
E09000007,Camden,ltla,2020-08-07,1
E09000013,Hammersmith and Fulham,ltla,2020-08-07,7
S12000035,Argyll and Bute,ltla,2020-08-07,0
S12000040,West Lothian,ltla,2020-08-07,0
E06000054,Wiltshire,ltla,2020-08-06,2
E07000012,South Cambridgeshire,ltla,2020-08-06,0
E07000034,Chesterfield,ltla,2020-08-06,5
E07000035,Derbyshire Dales,ltla,2020-08-06,0
E07000080,Forest of Dean,ltla,2020-08-06,0
E07000110,Maidstone,ltla,2020-08-06,0
E07000130,Charnwood,ltla,2020-08-06,4
E07000146,King's Lynn and West Norfolk,ltla,2020-08-06,0
E07000171,Bassetlaw,ltla,2020-08-06,4
E07000198,Staffordshire Moorlands,ltla,2020-08-06,0
E08000030,Walsall,ltla,2020-08-06,4
E09000007,Camden,ltla,2020-08-06,5
E09000013,Hammersmith and Fulham,ltla,2020-08-06,2
S12000035,Argyll and Bute,ltla,2020-08-06,0
S12000040,West Lothian,ltla,2020-08-06,0
E06000054,Wiltshire,ltla,2020-08-05,3
E07000012,South Cambridgeshire,ltla,2020-08-05,0
E07000034,Chesterfield,ltla,2020-08-05,0
E07000035,Derbyshire Dales,ltla,2020-08-05,0
E07000080,Forest of Dean,ltla,2020-08-05,0
E07000110,Maidstone,ltla,2020-08-05,0
E07000130,Charnwood,ltla,2020-08-05,4
E07000146,King's Lynn and West Norfolk,ltla,2020-08-05,0
E07000171,Bassetlaw,ltla,2020-08-05,2
E07000198,Staffordshire Moorlands,ltla,2020-08-05,0
E08000030,Walsall,ltla,2020-08-05,2
E09000007,Camden,ltla,2020-08-05,3
E09000013,Hammersmith and Fulham,ltla,2020-08-05,4
S12000035,Argyll and Bute,ltla,2020-08-05,0
S12000040,West Lothian,ltla,2020-08-05,0
E06000054,Wiltshire,ltla,2020-08-04,7
E07000012,South Cambridgeshire,ltla,2020-08-04,1
E07000034,Chesterfield,ltla,2020-08-04,1
E07000035,Derbyshire Dales,ltla,2020-08-04,0
E07000080,Forest of Dean,ltla,2020-08-04,0
E07000110,Maidstone,ltla,2020-08-04,1
E07000130,Charnwood,ltla,2020-08-04,0
E07000146,King's Lynn and West Norfolk,ltla,2020-08-04,0
E07000171,Bassetlaw,ltla,2020-08-04,2
E07000198,Staffordshire Moorlands,ltla,2020-08-04,0
E08000030,Walsall,ltla,2020-08-04,4
E09000007,Camden,ltla,2020-08-04,2
E09000013,Hammersmith and Fulham,ltla,2020-08-04,4
S12000035,Argyll and Bute,ltla,2020-08-04,1
S12000040,West Lothian,ltla,2020-08-04,1
E06000054,Wiltshire,ltla,2020-08-03,3
E07000012,South Cambridgeshire,ltla,2020-08-03,0
E07000034,Chesterfield,ltla,2020-08-03,0
E07000035,Derbyshire Dales,ltla,2020-08-03,1
E07000080,Forest of Dean,ltla,2020-08-03,0
E07000110,Maidstone,ltla,2020-08-03,2
E07000130,Charnwood,ltla,2020-08-03,2
E07000146,King's Lynn and West Norfolk,ltla,2020-08-03,2
E07000171,Bassetlaw,ltla,2020-08-03,2
E07000198,Staffordshire Moorlands,ltla,2020-08-03,1
E08000030,Walsall,ltla,2020-08-03,4
E09000007,Camden,ltla,2020-08-03,1
E09000013,Hammersmith and Fulham,ltla,2020-08-03,1
S12000035,Argyll and Bute,ltla,2020-08-03,1
S12000040,West Lothian,ltla,2020-08-03,0
E06000054,Wiltshire,ltla,2020-08-02,1
E07000012,South Cambridgeshire,ltla,2020-08-02,1
E07000034,Chesterfield,ltla,2020-08-02,0
E07000035,Derbyshire Dales,ltla,2020-08-02,0
E07000080,Forest of Dean,ltla,2020-08-02,0
E07000110,Maidstone,ltla,2020-08-02,0
E07000130,Charnwood,ltla,2020-08-02,3
E07000146,King's Lynn and West Norfolk,ltla,2020-08-02,0
E07000171,Bassetlaw,ltla,2020-08-02,0
E07000198,Staffordshire Moorlands,ltla,2020-08-02,0
E08000030,Walsall,ltla,2020-08-02,2
E09000007,Camden,ltla,2020-08-02,0
E09000013,Hammersmith and Fulham,ltla,2020-08-02,0
S12000035,Argyll and Bute,ltla,2020-08-02,0
S12000040,West Lothian,ltla,2020-08-02,1
E06000054,Wiltshire,ltla,2020-08-01,0
E07000012,South Cambridgeshire,ltla,2020-08-01,0
E07000034,Chesterfield,ltla,2020-08-01,1
E07000035,Derbyshire Dales,ltla,2020-08-01,0
E07000080,Forest of Dean,ltla,2020-08-01,0
E07000110,Maidstone,ltla,2020-08-01,0
E07000130,Charnwood,ltla,2020-08-01,5
E07000146,King's Lynn and West Norfolk,ltla,2020-08-01,0
E07000171,Bassetlaw,ltla,2020-08-01,0
E07000198,Staffordshire Moorlands,ltla,2020-08-01,0
E08000030,Walsall,ltla,2020-08-01,2
E09000007,Camden,ltla,2020-08-01,1
E09000013,Hammersmith and Fulham,ltla,2020-08-01,4
S12000035,Argyll and Bute,ltla,2020-08-01,0
S12000040,West Lothian,ltla,2020-08-01,0
E06000054,Wiltshire,ltla,2020-07-31,5
E07000012,South Cambridgeshire,ltla,2020-07-31,0
E07000034,Chesterfield,ltla,2020-07-31,0
E07000035,Derbyshire Dales,ltla,2020-07-31,0
E07000080,Forest of Dean,ltla,2020-07-31,0
E07000110,Maidstone,ltla,2020-07-31,1
E07000130,Charnwood,ltla,2020-07-31,4
E07000146,King's Lynn and West Norfolk,ltla,2020-07-31,1
E07000171,Bassetlaw,ltla,2020-07-31,3
E07000198,Staffordshire Moorlands,ltla,2020-07-31,1
E08000030,Walsall,ltla,2020-07-31,6
E09000007,Camden,ltla,2020-07-31,2
E09000013,Hammersmith and Fulham,ltla,2020-07-31,3
S12000035,Argyll and Bute,ltla,2020-07-31,0
S12000040,West Lothian,ltla,2020-07-31,0
E06000054,Wiltshire,ltla,2020-07-30,9
E07000012,South Cambridgeshire,ltla,2020-07-30,2
E07000034,Chesterfield,ltla,2020-07-30,1
E07000035,Derbyshire Dales,ltla,2020-07-30,4
E07000080,Forest of Dean,ltla,2020-07-30,0
E07000110,Maidstone,ltla,2020-07-30,0
E07000130,Charnwood,ltla,2020-07-30,4
E07000146,King's Lynn and West Norfolk,ltla,2020-07-30,2
E07000171,Bassetlaw,ltla,2020-07-30,2
E07000198,Staffordshire Moorlands,ltla,2020-07-30,2
E08000030,Walsall,ltla,2020-07-30,3
E09000007,Camden,ltla,2020-07-30,1
E09000013,Hammersmith and Fulham,ltla,2020-07-30,3
S12000035,Argyll and Bute,ltla,2020-07-30,0
S12000040,West Lothian,ltla,2020-07-30,2
E06000054,Wiltshire,ltla,2020-07-29,4
E07000012,South Cambridgeshire,ltla,2020-07-29,1
E07000034,Chesterfield,ltla,2020-07-29,2
E07000035,Derbyshire Dales,ltla,2020-07-29,1
E07000080,Forest of Dean,ltla,2020-07-29,0
E07000110,Maidstone,ltla,2020-07-29,4
E07000130,Charnwood,ltla,2020-07-29,8
E07000146,King's Lynn and West Norfolk,ltla,2020-07-29,1
E07000171,Bassetlaw,ltla,2020-07-29,3
E07000198,Staffordshire Moorlands,ltla,2020-07-29,1
E08000030,Walsall,ltla,2020-07-29,4
E09000007,Camden,ltla,2020-07-29,1
E09000013,Hammersmith and Fulham,ltla,2020-07-29,1
S12000035,Argyll and Bute,ltla,2020-07-29,0
S12000040,West Lothian,ltla,2020-07-29,1
E06000054,Wiltshire,ltla,2020-07-28,1
E07000012,South Cambridgeshire,ltla,2020-07-28,0
E07000034,Chesterfield,ltla,2020-07-28,3
E07000035,Derbyshire Dales,ltla,2020-07-28,0
E07000080,Forest of Dean,ltla,2020-07-28,0
E07000110,Maidstone,ltla,2020-07-28,0
E07000130,Charnwood,ltla,2020-07-28,6
E07000146,King's Lynn and West Norfolk,ltla,2020-07-28,0
E07000171,Bassetlaw,ltla,2020-07-28,0
E07000198,Staffordshire Moorlands,ltla,2020-07-28,0
E08000030,Walsall,ltla,2020-07-28,1
E09000007,Camden,ltla,2020-07-28,1
E09000013,Hammersmith and Fulham,ltla,2020-07-28,0
S12000035,Argyll and Bute,ltla,2020-07-28,0
S12000040,West Lothian,ltla,2020-07-28,0
E06000054,Wiltshire,ltla,2020-07-27,4
E07000012,South Cambridgeshire,ltla,2020-07-27,1
E07000034,Chesterfield,ltla,2020-07-27,0
E07000035,Derbyshire Dales,ltla,2020-07-27,0
E07000080,Forest of Dean,ltla,2020-07-27,0
E07000110,Maidstone,ltla,2020-07-27,2
E07000130,Charnwood,ltla,2020-07-27,2
E07000146,King's Lynn and West Norfolk,ltla,2020-07-27,0
E07000171,Bassetlaw,ltla,2020-07-27,2
E07000198,Staffordshire Moorlands,ltla,2020-07-27,0
E08000030,Walsall,ltla,2020-07-27,7
E09000007,Camden,ltla,2020-07-27,1
E09000013,Hammersmith and Fulham,ltla,2020-07-27,3
S12000035,Argyll and Bute,ltla,2020-07-27,0
S12000040,West Lothian,ltla,2020-07-27,2
E06000054,Wiltshire,ltla,2020-07-26,1
E07000012,South Cambridgeshire,ltla,2020-07-26,0
E07000034,Chesterfield,ltla,2020-07-26,0
E07000035,Derbyshire Dales,ltla,2020-07-26,0
E07000080,Forest of Dean,ltla,2020-07-26,0
E07000110,Maidstone,ltla,2020-07-26,3
E07000130,Charnwood,ltla,2020-07-26,0
E07000146,King's Lynn and West Norfolk,ltla,2020-07-26,0
E07000171,Bassetlaw,ltla,2020-07-26,1
E07000198,Staffordshire Moorlands,ltla,2020-07-26,0
E08000030,Walsall,ltla,2020-07-26,2
E09000007,Camden,ltla,2020-07-26,3
E09000013,Hammersmith and Fulham,ltla,2020-07-26,2
S12000035,Argyll and Bute,ltla,2020-07-26,0
S12000040,West Lothian,ltla,2020-07-26,0
E06000054,Wiltshire,ltla,2020-07-25,2
E07000012,South Cambridgeshire,ltla,2020-07-25,0
E07000034,Chesterfield,ltla,2020-07-25,0
E07000035,Derbyshire Dales,ltla,2020-07-25,0
E07000080,Forest of Dean,ltla,2020-07-25,0
E07000110,Maidstone,ltla,2020-07-25,1
E07000130,Charnwood,ltla,2020-07-25,0
E07000146,King's Lynn and West Norfolk,ltla,2020-07-25,0
E07000171,Bassetlaw,ltla,2020-07-25,7
E07000198,Staffordshire Moorlands,ltla,2020-07-25,2
E08000030,Walsall,ltla,2020-07-25,3
E09000007,Camden,ltla,2020-07-25,3
E09000013,Hammersmith and Fulham,ltla,2020-07-25,1
S12000035,Argyll and Bute,ltla,2020-07-25,0
S12000040,West Lothian,ltla,2020-07-25,0
E06000054,Wiltshire,ltla,2020-07-24,3
E07000012,South Cambridgeshire,ltla,2020-07-24,1
E07000034,Chesterfield,ltla,2020-07-24,1
E07000035,Derbyshire Dales,ltla,2020-07-24,0
E07000080,Forest of Dean,ltla,2020-07-24,0
E07000110,Maidstone,ltla,2020-07-24,0
E07000130,Charnwood,ltla,2020-07-24,4
E07000146,King's Lynn and West Norfolk,ltla,2020-07-24,0
E07000171,Bassetlaw,ltla,2020-07-24,5
E07000198,Staffordshire Moorlands,ltla,2020-07-24,1
E08000030,Walsall,ltla,2020-07-24,3
E09000007,Camden,ltla,2020-07-24,1
E09000013,Hammersmith and Fulham,ltla,2020-07-24,5
S12000035,Argyll and Bute,ltla,2020-07-24,0
S12000040,West Lothian,ltla,2020-07-24,0
E06000054,Wiltshire,ltla,2020-07-23,1
E07000012,South Cambridgeshire,ltla,2020-07-23,1
E07000034,Chesterfield,ltla,2020-07-23,1
E07000035,Derbyshire Dales,ltla,2020-07-23,0
E07000080,Forest of Dean,ltla,2020-07-23,0
E07000110,Maidstone,ltla,2020-07-23,1
E07000130,Charnwood,ltla,2020-07-23,2
E07000146,King's Lynn and West Norfolk,ltla,2020-07-23,0
E07000171,Bassetlaw,ltla,2020-07-23,4
E07000198,Staffordshire Moorlands,ltla,2020-07-23,0
E08000030,Walsall,ltla,2020-07-23,4
E09000007,Camden,ltla,2020-07-23,2
E09000013,Hammersmith and Fulham,ltla,2020-07-23,1
S12000035,Argyll and Bute,ltla,2020-07-23,0
S12000040,West Lothian,ltla,2020-07-23,0
E06000054,Wiltshire,ltla,2020-07-22,4
E07000012,South Cambridgeshire,ltla,2020-07-22,0
E07000034,Chesterfield,ltla,2020-07-22,0
E07000035,Derbyshire Dales,ltla,2020-07-22,1
E07000080,Forest of Dean,ltla,2020-07-22,0
E07000110,Maidstone,ltla,2020-07-22,2
E07000130,Charnwood,ltla,2020-07-22,1
E07000146,King's Lynn and West Norfolk,ltla,2020-07-22,0
E07000171,Bassetlaw,ltla,2020-07-22,2
E07000198,Staffordshire Moorlands,ltla,2020-07-22,0
E08000030,Walsall,ltla,2020-07-22,1
E09000007,Camden,ltla,2020-07-22,1
E09000013,Hammersmith and Fulham,ltla,2020-07-22,5
S12000035,Argyll and Bute,ltla,2020-07-22,1
S12000040,West Lothian,ltla,2020-07-22,0
E06000054,Wiltshire,ltla,2020-07-21,6
E07000012,South Cambridgeshire,ltla,2020-07-21,2
E07000034,Chesterfield,ltla,2020-07-21,0
E07000035,Derbyshire Dales,ltla,2020-07-21,0
E07000080,Forest of Dean,ltla,2020-07-21,0
E07000110,Maidstone,ltla,2020-07-21,1
E07000130,Charnwood,ltla,2020-07-21,2
E07000146,King's Lynn and West Norfolk,ltla,2020-07-21,1
E07000171,Bassetlaw,ltla,2020-07-21,0
E07000198,Staffordshire Moorlands,ltla,2020-07-21,0
E08000030,Walsall,ltla,2020-07-21,3
E09000007,Camden,ltla,2020-07-21,0
E09000013,Hammersmith and Fulham,ltla,2020-07-21,1
S12000035,Argyll and Bute,ltla,2020-07-21,0
S12000040,West Lothian,ltla,2020-07-21,0
E06000054,Wiltshire,ltla,2020-07-20,2
E07000012,South Cambridgeshire,ltla,2020-07-20,1
E07000034,Chesterfield,ltla,2020-07-20,1
E07000035,Derbyshire Dales,ltla,2020-07-20,0
E07000080,Forest of Dean,ltla,2020-07-20,1
E07000110,Maidstone,ltla,2020-07-20,5
E07000130,Charnwood,ltla,2020-07-20,4
E07000146,King's Lynn and West Norfolk,ltla,2020-07-20,0
E07000171,Bassetlaw,ltla,2020-07-20,0
E07000198,Staffordshire Moorlands,ltla,2020-07-20,0
E08000030,Walsall,ltla,2020-07-20,7
E09000007,Camden,ltla,2020-07-20,0
E09000013,Hammersmith and Fulham,ltla,2020-07-20,3
S12000035,Argyll and Bute,ltla,2020-07-20,0
S12000040,West Lothian,ltla,2020-07-20,0
E06000054,Wiltshire,ltla,2020-07-19,3
E07000012,South Cambridgeshire,ltla,2020-07-19,0
E07000034,Chesterfield,ltla,2020-07-19,0
E07000035,Derbyshire Dales,ltla,2020-07-19,0
E07000080,Forest of Dean,ltla,2020-07-19,0
E07000110,Maidstone,ltla,2020-07-19,1
E07000130,Charnwood,ltla,2020-07-19,0
E07000146,King's Lynn and West Norfolk,ltla,2020-07-19,0
E07000171,Bassetlaw,ltla,2020-07-19,0
E07000198,Staffordshire Moorlands,ltla,2020-07-19,0
E08000030,Walsall,ltla,2020-07-19,2
E09000007,Camden,ltla,2020-07-19,1
E09000013,Hammersmith and Fulham,ltla,2020-07-19,0
S12000035,Argyll and Bute,ltla,2020-07-19,0
S12000040,West Lothian,ltla,2020-07-19,1
E06000054,Wiltshire,ltla,2020-07-18,3
E07000012,South Cambridgeshire,ltla,2020-07-18,1
E07000034,Chesterfield,ltla,2020-07-18,0
E07000035,Derbyshire Dales,ltla,2020-07-18,1
E07000080,Forest of Dean,ltla,2020-07-18,0
E07000110,Maidstone,ltla,2020-07-18,1
E07000130,Charnwood,ltla,2020-07-18,2
E07000146,King's Lynn and West Norfolk,ltla,2020-07-18,0
E07000171,Bassetlaw,ltla,2020-07-18,0
E07000198,Staffordshire Moorlands,ltla,2020-07-18,0
E08000030,Walsall,ltla,2020-07-18,4
E09000007,Camden,ltla,2020-07-18,1
E09000013,Hammersmith and Fulham,ltla,2020-07-18,0
S12000035,Argyll and Bute,ltla,2020-07-18,0
S12000040,West Lothian,ltla,2020-07-18,1
E06000054,Wiltshire,ltla,2020-07-17,0
E07000012,South Cambridgeshire,ltla,2020-07-17,4
E07000034,Chesterfield,ltla,2020-07-17,0
E07000035,Derbyshire Dales,ltla,2020-07-17,1
E07000080,Forest of Dean,ltla,2020-07-17,0
E07000110,Maidstone,ltla,2020-07-17,3
E07000130,Charnwood,ltla,2020-07-17,2
E07000146,King's Lynn and West Norfolk,ltla,2020-07-17,1
E07000171,Bassetlaw,ltla,2020-07-17,0
E07000198,Staffordshire Moorlands,ltla,2020-07-17,0
E08000030,Walsall,ltla,2020-07-17,2
E09000007,Camden,ltla,2020-07-17,0
E09000013,Hammersmith and Fulham,ltla,2020-07-17,2
S12000035,Argyll and Bute,ltla,2020-07-17,0
S12000040,West Lothian,ltla,2020-07-17,0
E06000054,Wiltshire,ltla,2020-07-16,3
E07000012,South Cambridgeshire,ltla,2020-07-16,5
E07000034,Chesterfield,ltla,2020-07-16,0
E07000035,Derbyshire Dales,ltla,2020-07-16,0
E07000080,Forest of Dean,ltla,2020-07-16,0
E07000110,Maidstone,ltla,2020-07-16,3
E07000130,Charnwood,ltla,2020-07-16,4
E07000146,King's Lynn and West Norfolk,ltla,2020-07-16,0
E07000171,Bassetlaw,ltla,2020-07-16,1
E07000198,Staffordshire Moorlands,ltla,2020-07-16,0
E08000030,Walsall,ltla,2020-07-16,5
E09000007,Camden,ltla,2020-07-16,1
E09000013,Hammersmith and Fulham,ltla,2020-07-16,1
S12000035,Argyll and Bute,ltla,2020-07-16,1
S12000040,West Lothian,ltla,2020-07-16,0
E06000054,Wiltshire,ltla,2020-07-15,1
E07000012,South Cambridgeshire,ltla,2020-07-15,2
E07000034,Chesterfield,ltla,2020-07-15,0
E07000035,Derbyshire Dales,ltla,2020-07-15,0
E07000080,Forest of Dean,ltla,2020-07-15,0
E07000110,Maidstone,ltla,2020-07-15,4
E07000130,Charnwood,ltla,2020-07-15,2
E07000146,King's Lynn and West Norfolk,ltla,2020-07-15,0
E07000171,Bassetlaw,ltla,2020-07-15,0
E07000198,Staffordshire Moorlands,ltla,2020-07-15,0
E08000030,Walsall,ltla,2020-07-15,5
E09000007,Camden,ltla,2020-07-15,1
E09000013,Hammersmith and Fulham,ltla,2020-07-15,0
S12000035,Argyll and Bute,ltla,2020-07-15,0
S12000040,West Lothian,ltla,2020-07-15,0
E06000054,Wiltshire,ltla,2020-07-14,4
E07000012,South Cambridgeshire,ltla,2020-07-14,0
E07000034,Chesterfield,ltla,2020-07-14,1
E07000035,Derbyshire Dales,ltla,2020-07-14,1
E07000080,Forest of Dean,ltla,2020-07-14,1
E07000110,Maidstone,ltla,2020-07-14,0
E07000130,Charnwood,ltla,2020-07-14,1
E07000146,King's Lynn and West Norfolk,ltla,2020-07-14,0
E07000171,Bassetlaw,ltla,2020-07-14,4
E07000198,Staffordshire Moorlands,ltla,2020-07-14,0
E08000030,Walsall,ltla,2020-07-14,5
E09000007,Camden,ltla,2020-07-14,0
E09000013,Hammersmith and Fulham,ltla,2020-07-14,0
S12000035,Argyll and Bute,ltla,2020-07-14,0
S12000040,West Lothian,ltla,2020-07-14,0
E06000054,Wiltshire,ltla,2020-07-13,0
E07000012,South Cambridgeshire,ltla,2020-07-13,0
E07000034,Chesterfield,ltla,2020-07-13,1
E07000035,Derbyshire Dales,ltla,2020-07-13,1
E07000080,Forest of Dean,ltla,2020-07-13,1
E07000110,Maidstone,ltla,2020-07-13,1
E07000130,Charnwood,ltla,2020-07-13,1
E07000146,King's Lynn and West Norfolk,ltla,2020-07-13,0
E07000171,Bassetlaw,ltla,2020-07-13,0
E07000198,Staffordshire Moorlands,ltla,2020-07-13,0
E08000030,Walsall,ltla,2020-07-13,10
E09000007,Camden,ltla,2020-07-13,3
E09000013,Hammersmith and Fulham,ltla,2020-07-13,1
S12000035,Argyll and Bute,ltla,2020-07-13,0
S12000040,West Lothian,ltla,2020-07-13,0
E06000054,Wiltshire,ltla,2020-07-12,0
E07000012,South Cambridgeshire,ltla,2020-07-12,0
E07000034,Chesterfield,ltla,2020-07-12,0
E07000035,Derbyshire Dales,ltla,2020-07-12,0
E07000080,Forest of Dean,ltla,2020-07-12,0
E07000110,Maidstone,ltla,2020-07-12,0
E07000130,Charnwood,ltla,2020-07-12,0
E07000146,King's Lynn and West Norfolk,ltla,2020-07-12,0
E07000171,Bassetlaw,ltla,2020-07-12,2
E07000198,Staffordshire Moorlands,ltla,2020-07-12,2
E08000030,Walsall,ltla,2020-07-12,4
E09000007,Camden,ltla,2020-07-12,1
E09000013,Hammersmith and Fulham,ltla,2020-07-12,0
S12000035,Argyll and Bute,ltla,2020-07-12,0
S12000040,West Lothian,ltla,2020-07-12,0
E06000054,Wiltshire,ltla,2020-07-11,2
E07000012,South Cambridgeshire,ltla,2020-07-11,0
E07000034,Chesterfield,ltla,2020-07-11,0
E07000035,Derbyshire Dales,ltla,2020-07-11,0
E07000080,Forest of Dean,ltla,2020-07-11,0
E07000110,Maidstone,ltla,2020-07-11,0
E07000130,Charnwood,ltla,2020-07-11,1
E07000146,King's Lynn and West Norfolk,ltla,2020-07-11,0
E07000171,Bassetlaw,ltla,2020-07-11,1
E07000198,Staffordshire Moorlands,ltla,2020-07-11,0
E08000030,Walsall,ltla,2020-07-11,7
E09000007,Camden,ltla,2020-07-11,0
E09000013,Hammersmith and Fulham,ltla,2020-07-11,0
S12000035,Argyll and Bute,ltla,2020-07-11,0
S12000040,West Lothian,ltla,2020-07-11,0
E06000054,Wiltshire,ltla,2020-07-10,3
E07000012,South Cambridgeshire,ltla,2020-07-10,1
E07000034,Chesterfield,ltla,2020-07-10,2
E07000035,Derbyshire Dales,ltla,2020-07-10,0
E07000080,Forest of Dean,ltla,2020-07-10,0
E07000110,Maidstone,ltla,2020-07-10,0
E07000130,Charnwood,ltla,2020-07-10,2
E07000146,King's Lynn and West Norfolk,ltla,2020-07-10,0
E07000171,Bassetlaw,ltla,2020-07-10,1
E07000198,Staffordshire Moorlands,ltla,2020-07-10,1
E08000030,Walsall,ltla,2020-07-10,4
E09000007,Camden,ltla,2020-07-10,0
E09000013,Hammersmith and Fulham,ltla,2020-07-10,0
S12000035,Argyll and Bute,ltla,2020-07-10,0
S12000040,West Lothian,ltla,2020-07-10,0
E06000054,Wiltshire,ltla,2020-07-09,2
E07000012,South Cambridgeshire,ltla,2020-07-09,2
E07000034,Chesterfield,ltla,2020-07-09,0
E07000035,Derbyshire Dales,ltla,2020-07-09,0
E07000080,Forest of Dean,ltla,2020-07-09,0
E07000110,Maidstone,ltla,2020-07-09,0
E07000130,Charnwood,ltla,2020-07-09,1
E07000146,King's Lynn and West Norfolk,ltla,2020-07-09,1
E07000171,Bassetlaw,ltla,2020-07-09,2
